# SHEtoken WEI Country Trends 2015-2024 — all pillars
# (c) 2026 SHE Foundation
#
iso_code,country,year,wei_score,empowerment_score,education_score,economic_score,health_score,bodily_autonomy_score,safety_justice_score,dignity_welfare_score,digital_social_score,violence_penalty_score,tier
USA,United States,2024,80.9,76.8,95.8,72.8,92.9,81.8,77.9,81.8,86.1,20.1,1
JPN,Japan,2024,80.9,67.8,96.8,70.8,97.9,79.8,77.9,81.8,85.1,7.0,1
ISR,Israel,2024,79.3,71.8,95.8,73.8,94.9,77.8,75.9,77.8,82.1,15.1,1
KOR,South Korea,2024,78.5,64.8,96.8,67.8,96.9,77.8,75.9,79.8,82.1,11.1,1
URY,Uruguay,2024,76.2,71.8,94.8,67.8,92.9,77.8,73.9,75.8,78.1,26.1,1
CHN,China,2024,67.7,61.7,92.6,63.8,89.7,61.8,61.9,63.8,67.9,22.1,2
ARG,Argentina,2024,67.0,59.7,92.6,57.8,90.7,69.8,61.9,65.8,69.9,36.1,2
UKR,Ukraine,2024,66.6,57.7,92.6,61.8,89.7,65.8,59.9,63.8,67.9,28.1,2
CHL,Chile,2024,65.5,57.7,91.6,56.8,89.7,67.8,59.9,63.8,67.9,34.1,2
RUS,Russia,2024,63.9,55.7,91.6,59.8,87.7,61.8,55.9,59.8,63.9,26.1,2
KAZ,Kazakhstan,2024,63.4,53.7,91.6,59.8,87.7,59.8,57.9,59.8,61.9,26.1,2
PHL,Philippines,2024,62.9,64.7,90.6,57.8,81.7,59.8,55.9,57.8,61.9,32.1,2
VNM,Vietnam,2024,62.9,57.7,89.6,55.8,87.7,55.8,57.9,57.8,59.9,20.1,2
THA,Thailand,2024,62.3,56.7,87.6,57.8,87.7,57.8,55.9,57.8,61.9,26.1,2
LKA,Sri Lanka,2024,60.7,55.7,91.6,51.8,84.7,57.8,53.9,55.8,57.9,26.1,2
BRA,Brazil,2024,60.6,54.7,89.6,53.8,87.7,63.8,53.9,57.8,61.9,44.1,2
COL,Colombia,2024,59.2,51.7,89.6,49.8,86.7,59.8,53.9,57.8,61.9,42.1,2
MNG,Mongolia,2024,58.2,54.7,90.6,51.8,83.7,53.8,51.9,53.8,57.9,36.1,2
MEX,Mexico,2024,57.2,54.7,87.6,47.8,84.7,57.8,49.9,55.8,59.9,46.1,2
RWA,Rwanda,2024,56.0,63.7,83.6,47.8,71.7,51.8,53.9,51.8,49.9,34.1,2
TUR,Turkey,2024,56.0,47.7,81.6,51.8,85.7,51.8,49.9,53.8,57.9,34.1,2
NAM,Namibia,2024,55.5,60.7,87.6,49.8,75.7,51.8,51.9,51.8,55.9,50.1,2
BOL,Bolivia,2024,55.1,51.7,87.6,47.8,81.7,51.8,49.9,51.8,53.9,40.1,2
TUN,Tunisia,2024,55.0,45.7,84.6,47.8,81.7,49.8,49.9,51.8,55.9,28.1,2
BWA,Botswana,2024,54.5,55.7,86.6,51.8,73.7,51.8,49.9,51.8,53.9,46.1,2
PER,Peru,2024,54.5,49.7,87.6,47.8,81.7,49.8,49.9,51.8,53.9,40.1,2
IDN,Indonesia,2024,52.9,43.7,81.6,47.8,77.7,49.8,47.9,49.8,53.9,30.1,2
ZAF,South Africa,2024,52.1,55.7,84.6,49.8,77.7,53.8,45.9,51.8,55.9,70.1,2
HND,Honduras,2024,50.3,47.7,84.6,45.8,79.7,47.8,45.9,47.8,49.9,54.1,2
MAR,Morocco,2024,49.4,39.7,75.6,41.8,79.7,43.8,45.9,45.8,47.9,26.1,2
KEN,Kenya,2024,47.8,47.7,79.6,43.8,67.7,43.8,43.9,43.8,45.9,40.1,2
GHA,Ghana,2024,47.7,44.7,81.6,41.8,69.7,41.8,43.9,43.8,45.9,36.1,2
IND,India,2024,47.7,49.2,73.6,41.8,67.7,41.8,47.9,43.8,47.9,38.1,2
KHM,Cambodia,2024,40.3,31.6,73.5,37.8,71.5,33.8,33.9,33.8,36.0,32.0,3
BGD,Bangladesh,2024,39.3,36.1,69.5,35.8,67.5,31.8,35.9,33.8,38.0,38.0,3
LAO,Laos,2024,38.7,31.6,71.5,35.8,69.5,29.8,31.9,31.8,34.0,28.1,3
MMR,Myanmar,2024,38.5,33.6,71.5,37.8,69.5,31.8,31.9,33.8,36.0,42.0,3
JOR,Jordan,2024,38.5,23.6,79.5,29.8,79.5,27.8,29.9,29.8,36.0,26.1,3
NPL,Nepal,2024,38.0,35.6,67.5,33.8,65.5,29.8,33.9,31.8,36.0,34.0,3
GTM,Guatemala,2024,36.5,33.6,69.5,35.8,73.5,29.8,29.9,29.8,34.0,50.0,3
EGY,Egypt,2024,34.7,23.6,69.5,31.8,73.5,21.8,27.9,27.8,31.9,30.1,3
ZWE,Zimbabwe,2024,31.6,31.6,71.5,29.8,57.5,23.8,27.9,23.8,27.9,48.0,3
UGA,Uganda,2024,30.8,33.6,65.5,29.8,55.5,23.8,27.9,23.8,27.9,50.0,3
TZA,Tanzania,2024,30.0,29.6,63.5,31.8,57.5,21.8,25.9,21.8,25.9,44.0,3
ZMB,Zambia,2024,29.6,29.6,63.5,31.8,55.5,21.8,25.9,21.8,25.9,46.0,3
NGA,Nigeria,2024,27.5,27.6,59.5,29.8,51.5,19.8,23.9,21.8,25.9,46.0,3
PNG,Papua New Guinea,2024,27.2,25.6,59.5,27.8,57.5,21.8,23.9,23.8,27.9,58.0,3
CMR,Cameroon,2024,27.0,27.6,59.5,27.8,51.5,17.8,23.9,19.8,23.9,42.0,3
IRQ,Iraq,2024,27.0,17.6,57.5,21.8,69.5,17.8,21.9,19.8,21.9,34.0,3
MOZ,Mozambique,2024,26.8,27.6,57.5,27.8,51.5,19.8,23.9,19.8,23.9,44.0,3
ETH,Ethiopia,2024,26.7,25.6,54.5,27.8,51.5,17.8,23.9,19.8,23.9,36.0,3
PAK,Pakistan,2024,26.1,23.6,49.5,27.8,61.5,17.8,21.9,19.8,23.9,42.0,3
CIV,Ivory Coast,2024,25.8,25.6,57.5,27.8,49.5,15.8,21.9,19.8,21.9,38.0,3
HTI,Haiti,2024,24.4,23.6,55.5,25.8,45.5,19.8,21.9,19.8,21.9,46.0,3
SDN,Sudan,2024,18.9,15.7,41.5,19.8,47.5,11.8,14.9,12.8,17.9,34.0,3
SYR,Syria,2024,15.9,15.9,43.8,15.9,45.7,11.9,11.9,9.9,14.2,50.0,4
MLI,Mali,2024,13.6,13.9,35.8,15.9,37.7,7.9,9.9,7.9,12.2,38.0,4
COD,DRC,2024,11.9,13.9,37.8,13.9,35.7,9.9,11.9,7.9,14.2,60.0,4
TCD,Chad,2024,10.2,11.9,27.8,13.9,31.7,5.9,8.0,5.9,10.2,40.0,4
YEM,Yemen,2024,9.8,9.9,27.8,11.9,37.7,7.9,9.9,7.9,10.2,54.0,4
NER,Niger,2024,9.4,9.9,23.8,11.9,29.7,4.9,8.0,5.9,10.2,34.0,4
SSD,South Sudan,2024,9.4,13.9,27.8,13.9,29.7,7.9,8.0,5.9,10.2,52.0,4
CAF,Central African Republic,2024,9.3,11.9,29.8,13.9,31.7,7.9,8.0,5.9,10.2,54.0,4
AFG,Afghanistan,2024,6.0,5.9,17.8,7.9,31.7,3.9,8.0,5.9,5.2,46.0,4
SOM,Somalia,2024,5.1,7.9,19.8,9.9,27.7,3.9,6.0,3.9,8.2,56.0,4
